1.000000000000000000e+00,0.000000000000000000e+00,3.685779999999999745e+01,4.441610000000000014e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.743410000000000082e+01,3.585199999999999676e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.768780000000000285e+01,3.740160000000000196e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.720029999999999859e+01,3.043759999999999977e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.568460000000000321e+01,2.672660000000000124e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.641709999999999781e+01,2.869910000000000139e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.605349999999999966e+01,3.121349999999999980e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.719579999999999842e+01,3.062409999999999854e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.696529999999999916e+01,2.776330000000000098e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.889300000000000068e+01,2.644829999999999970e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.737729999999999819e+01,3.638550000000000040e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.588609999999999900e+01,2.606950000000000145e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.746350000000000335e+01,3.631130000000000280e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.702009999999999934e+01,3.608449999999999847e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.765460000000000207e+01,2.666979999999999862e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.753179999999999694e+01,2.984799999999999898e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.903880000000000194e+01,4.415330000000000155e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.835699999999999932e+01,4.486860000000000070e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.570179999999999865e+01,2.814949999999999974e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,3.768829999999999814e+01,3.739679999999999893e+01,0.000000000000000000e+00
